bottle:/json,0.74,199.68,401.31,3708.67,7499.70,7804.03,7997.83,918.51,21.50,10278,0,0,2
bottle:/remote,311.06,3101.52,4805.53,7007.98,9197.76,9901.14,9901.14,3533.81,20.10,356,0,104,66
bottle:/complete,904.01,2705.77,6302.61,7900.02,9697.99,9702.70,9702.70,3869.80,20.02,302,0,38,40
django:/json,3.53,601.51,1097.77,5354.77,8199.75,8901.62,8998.12,1532.78,20.10,3560,0,14,2
django:/remote,304.33,2997.62,4704.87,7200.33,9199.77,9406.51,9406.51,3403.43,20.10,371,0,112,66
django:/complete,2494.66,7004.88,9502.52,9702.15,9999.75,9999.75,9999.75,7172.46,20.10,53,0,23,35
falcon:/json,0.35,197.00,301.35,2548.68,5955.72,6298.06,6896.82,673.27,20.20,16701,0,0,0
falcon:/remote,400.61,2998.70,4099.08,6798.96,8504.91,8900.23,8900.23,3273.05,20.10,399,0,114,80
falcon:/complete,802.42,2900.86,4699.93,7799.09,8701.25,9996.85,9996.85,3676.08,20.10,287,0,45,42
flask:/json,3.93,693.78,998.41,5114.69,9102.87,9900.74,9901.88,1530.10,20.20,2989,0,2,11
flask:/remote,204.11,2998.62,5097.10,6899.23,9896.86,9904.57,9904.57,3517.47,20.19,303,0,96,67
flask:/complete,1398.98,3097.51,7801.70,8802.93,9698.34,9897.87,9897.87,4386.67,20.10,196,0,59,62
pyramid:/json,1.18,300.64,404.37,603.83,1273.17,5779.27,6784.47,362.75,20.10,4027,0,0,131
pyramid:/remote,401.16,3199.64,5299.00,7098.69,9494.98,9794.40,9794.40,3552.66,20.01,318,0,65,48
pyramid:/complete,1099.15,3599.36,6395.93,8900.41,9498.44,9793.75,9793.75,4321.16,20.10,236,0,45,49
responder:/json,4877.99,4877.99,4877.99,4877.99,4877.99,4877.99,4877.99,4877.99,20.10,128,0,0,127
responder:/remote,3104.95,5706.43,6496.77,7699.73,9001.05,9001.05,9001.05,5569.39,20.10,82,0,0,0
responder:/complete,2002.43,3300.61,5799.82,6499.19,6699.39,6700.23,6700.23,3894.42,20.10,629,629,800,0
tornado:/json,182.53,1496.57,1798.82,2688.28,5201.24,5303.12,5399.55,1689.01,20.10,2019,0,0,0
tornado:/remote,2.74,202.12,5505.06,7505.43,9796.80,9994.45,9994.45,2927.29,20.10,506,0,0,130
tornado:/complete,1099.36,7299.60,8701.03,9496.62,9993.53,9999.02,9999.02,6746.41,20.02,299,0,0,80
weppy:/json,1.09,101.17,194.93,4886.73,8102.76,8499.91,8500.08,800.94,20.41,1536,0,134,0
wheezy:/json,0.04,100.75,301.34,5081.86,8705.55,9244.40,9598.79,1121.69,20.10,15839,0,0,3
wheezy:/remote,304.78,2899.82,4600.43,7399.14,9704.01,9998.88,9998.88,3400.46,20.10,366,0,104,66
wheezy:/complete,601.28,2898.26,5999.93,8192.03,9904.25,9995.92,9995.92,3870.16,20.10,289,0,2,31
wsgi:/json,0.04,101.36,301.49,4327.36,7845.53,8203.19,8399.62,956.51,20.10,16068,0,1,2
wsgi:/remote,298.44,2909.38,4503.62,7000.14,8705.55,8999.51,8999.51,3329.38,20.10,356,0,129,82
wsgi:/complete,794.86,2699.64,6099.74,7593.37,9893.56,9994.70,9994.70,3750.63,20.10,286,0,98,52
