bottle:/json,0.51,95.00,97.17,100.65,1208.53,1499.70,1606.18,97.41,20.10,55970,0,0,0
bottle:/remote,16.88,2007.22,3101.06,5083.36,9882.53,9998.65,9998.65,2462.58,20.10,830,0,91,86
bottle:/complete,401.56,2498.37,3105.73,5614.81,9499.23,9700.96,9700.96,2986.74,20.06,713,0,3,35
django:/json,3.08,199.61,203.15,296.28,2066.35,2493.47,2600.88,279.98,20.10,17850,0,0,0
django:/remote,196.09,1893.85,2687.74,5500.93,9306.16,9915.79,9915.79,2457.56,20.02,892,0,154,93
django:/complete,3920.64,6403.94,7709.05,9004.14,9907.59,9907.59,9907.59,6514.06,20.04,49,0,42,26
falcon:/json,0.07,83.37,95.12,98.19,880.24,1200.60,1702.07,70.42,20.10,75052,0,0,0
falcon:/remote,96.41,2105.09,2608.98,5013.00,8911.99,9198.24,9198.24,2397.07,20.10,873,0,90,88
falcon:/complete,290.82,2198.37,3100.16,4803.07,9597.81,9801.76,9801.76,2601.53,20.10,849,0,150,84
flask:/json,4.15,202.63,290.19,299.36,1746.30,2296.56,4096.88,272.19,20.10,16251,0,0,0
flask:/remote,102.86,2093.55,3099.27,5205.55,9301.84,9597.73,9597.73,2519.78,20.10,849,0,153,80
flask:/complete,296.68,2197.41,3096.65,5395.16,8893.12,9998.10,9998.10,2764.62,20.10,721,0,2,54
pyramid:/json,2.12,101.45,105.87,196.32,2636.16,3004.13,3799.23,236.26,20.10,30216,0,0,0
pyramid:/remote,100.44,1917.86,2915.55,5205.50,9097.39,9506.65,9506.65,2423.59,20.03,811,0,153,96
pyramid:/complete,218.38,2203.52,2789.18,5298.27,9594.43,9700.95,9700.95,2618.96,20.10,766,0,150,79
responder:/json,308.66,597.02,693.33,2182.67,5518.54,6083.18,7205.72,996.88,20.02,4803,0,0,0
responder:/remote,1906.03,6596.74,7502.86,8298.80,8386.00,8386.03,8386.03,5981.35,20.01,463,0,130,17
responder:/complete,0.97,401.78,594.55,900.90,3922.97,3991.24,4007.24,556.11,20.10,6137,6137,6129,0
tornado:/json,99.47,487.17,523.23,600.24,809.07,1009.47,1099.65,439.39,20.10,8864,0,0,0
tornado:/remote,2.71,2214.76,2511.50,4097.86,4382.04,4411.32,5301.15,2027.83,20.10,1805,0,0,0
tornado:/complete,1393.85,3905.31,4302.93,4788.54,4908.14,4994.33,4994.33,3795.14,20.10,888,0,0,0
weppy:/json,1.23,97.43,99.88,106.02,1124.17,1406.21,1702.30,109.90,20.10,44214,0,0,0
weppy:/remote,98.08,2105.30,3509.81,5297.81,9402.16,9904.88,9904.88,2594.75,20.03,860,0,168,87
weppy:/complete,405.40,2392.02,2998.23,4902.51,9581.72,9783.15,9783.15,2737.30,20.10,612,0,113,83
wheezy:/json,0.11,85.78,96.52,217.15,2360.25,2700.31,3303.09,157.40,20.10,70872,0,0,0
wheezy:/remote,96.96,2001.77,2894.12,6187.41,9693.77,9987.44,9987.44,2713.20,20.10,803,0,120,74
wheezy:/complete,211.49,2098.62,2993.14,4506.96,9799.41,9997.35,9997.35,2570.55,20.04,928,0,86,79
wsgi:/json,0.06,6.79,96.04,100.29,1100.80,1452.44,1699.90,77.82,20.10,79393,0,0,0
wsgi:/remote,108.69,1792.66,2700.80,5394.49,9695.88,9997.48,9997.48,2418.22,20.02,856,0,152,83
wsgi:/complete,296.58,2004.40,3102.64,4693.12,9189.82,9496.19,9496.19,2498.85,20.07,854,0,71,54
