title,endpoint,latency.min,latency:percentile(50),latency:percentile(75),latency:percentile(90),latency:percentile(99),latency:percentile(99.9),latency.max,latency.mean,summary.duration,summary.requests,summary.errors.connect,summary.errors.read,summary.errors.write,summary.errors.status,summary.errors.timeout\n
bottle,/json,0.45,102.12,198.74,296.60,432.90,4849.33,6457.13,154.97,20.09,10085,0,0,0
bottle,/remote,220.44,2703.05,4002.30,5599.50,7817.92,8220.35,8220.35,2926.33,20.07,412,0,98,0
bottle,/complete,1198.55,1803.02,2403.51,3698.58,9869.17,9869.17,9869.17,2527.92,20.04,152,0,12,0
django,/json,2.83,600.08,1566.79,5580.42,7987.29,8681.09,8883.41,1625.36,20.05,4164,0,13,0
django,/remote,1297.68,2800.14,4064.95,6362.45,9763.64,9966.65,9966.65,3311.07,20.03,391,0,95,0
django,/complete,7848.74,9355.15,9573.65,9957.58,9971.22,9971.22,9971.22,9057.81,20.03,36,0,31,0
falcon,/json,0.79,102.76,202.04,2402.16,5897.70,6292.39,6491.59,628.94,20.07,20536,0,0,0
falcon,/remote,269.80,2499.98,3097.14,5170.24,8069.78,8268.29,8268.29,2832.89,20.03,453,0,98,0
falcon,/complete,903.63,2503.47,4397.89,9178.16,9680.68,9862.15,9862.15,3803.51,20.03,296,0,50,0
flask,/json,98.97,597.18,799.49,5357.02,9291.72,9991.38,9992.46,1485.27,20.03,3400,0,0,0
flask,/remote,790.02,2997.33,4399.27,6198.72,8202.19,9988.10,9988.10,3401.87,20.04,360,0,111,0
flask,/complete,1197.71,3493.99,7368.82,9069.22,9971.65,9971.65,9971.65,4387.29,20.06,150,0,55,0
pyramid,/json,1.70,299.79,402.14,500.96,1367.22,1961.82,1962.14,350.66,20.03,2773,0,2,0
pyramid,/remote,439.65,2798.25,4239.23,7135.36,9337.11,9538.07,9538.07,3299.19,20.05,374,0,117,0
pyramid,/complete,1297.04,3298.98,5806.94,9087.09,9979.38,9992.51,9992.51,4501.28,20.07,163,0,64,0
responder,/json,18446744073709552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.05,0,0,0,0
responder,/remote,2915.67,2915.67,2915.67,2915.67,2915.67,2915.67,2915.67,2915.67,20.09,44,0,0,0
responder,/complete,697.81,1602.26,7001.28,7214.47,7315.42,9009.89,9009.89,2775.79,20.07,794,0,910,0
tornado,/json,369.35,1302.71,1696.67,2988.51,5688.79,7291.06,8785.11,1665.35,20.07,2165,0,0,0
tornado,/remote,3357.26,5000.03,5544.89,6301.92,8345.20,8545.66,8545.66,4959.40,20.03,692,0,0,0
tornado,/complete,379.17,6972.65,8366.65,8971.26,9767.56,9865.14,9865.14,5913.18,20.03,315,0,0,0
weppy,/json,1.22,201.22,303.10,3019.97,6459.65,6881.42,6982.37,789.05,20.09,12509,0,2,0
weppy,/remote,439.83,2601.10,4300.26,6243.07,9638.16,9937.99,9937.99,3318.62,20.05,415,0,136,0
weppy,/complete,1200.14,4495.64,7211.36,8702.55,9704.09,9901.87,9901.87,4931.20,20.04,185,0,73,0
wheezy,/json,0.71,98.31,199.38,5672.74,9418.99,9797.44,9893.79,1225.36,20.07,22461,0,2,0
wheezy,/remote,134.40,2596.30,3297.02,5203.02,7936.83,8138.53,8138.53,2899.06,20.09,430,0,127,0
wheezy,/complete,599.80,2601.98,6182.37,7379.59,9078.17,9275.75,9275.75,3803.74,20.08,289,0,88,0
wsgi,/json,0.60,99.27,198.21,3382.49,6856.08,7392.07,7492.07,752.86,20.05,29115,0,2,0
wsgi,/remote,187.33,2602.55,3200.96,5101.23,7732.23,7933.24,7933.24,2874.46,20.10,461,0,104,0
wsgi,/complete,798.15,2397.83,7147.90,9247.25,9963.50,9969.06,9969.06,3968.76,20.08,253,0,1,0
